nama	hospital	address	keyword	keyword1	keyword2	keyword3	keyword4	keyword5	keyword6	keyword7	keyword8	keyword9	keyword10	keyword11	keyword12
Tangerang	RS Umum Murni Asih	JL. Raya Bojongnangka No.86 Medang, Kec. Pagedangan, Tangerang- Banten	RS Umum Murni Asih Tangerang	RS	Umum	Murni	Asih	Tangerang							
Kota Jakarta Pusat	RS Umum Murni Teguh Sudirman Jakarta	Jl. Jend.Sudirman No.86	RS Umum Murni Teguh Sudirman Jakarta Kota Jakarta Pusat	RS	Umum	Murni	Teguh	Sudirman	Jakarta	Kota	Jakarta	Pusat			
Ponorogo	RS Umum Muslimat Ponorogo	Jl. Jend. A. Yani 155, Ponorogo	RS Umum Muslimat Ponorogo Ponorogo	RS	Umum	Muslimat	Ponorogo	Ponorogo							
Jombang	RS Umum Nadhlatul Ulama Jombang	Jl Hasyim Ashari No 211 Jombang	RS Umum Nadhlatul Ulama Jombang Jombang	RS	Umum	Nadhlatul	Ulama	Jombang	Jombang						
Kota Padang	RS Umum Naili DBS	JL.RATULANGI NO.24 RT.001 RW.008 KELURAHAN KAMPUNG JAO KECAMATAN PADANG BARAT	RS Umum Naili DBS Kota Padang	RS	Umum	Naili	DBS	Kota	Padang						
Kota Semarang	RS Umum Nasional Diponegoro	Jl.Prof. H. Soedarto, Tembalang, Semarang	RS Umum Nasional Diponegoro Kota Semarang	RS	Umum	Nasional	Diponegoro	Kota	Semarang						
Boyolali	RS Umum Natalia	Jl. Teratai No. 15 Pulisen Boyolali	RS Umum Natalia Boyolali	RS	Umum	Natalia	Boyolali								
Purbalingga	RS Umum Nirmala	Jl. Letnan Yusup Babakan, Kalimanah Purbalingga	RS Umum Nirmala Purbalingga	RS	Umum	Nirmala	Purbalingga								
Sukoharjo	RS Umum Nirmala Suri	Jl. Raya Solo Sukoharjo Km.9, Sukoharjo	RS Umum Nirmala Suri Sukoharjo	RS	Umum	Nirmala	Suri	Sukoharjo							
Bantul	RS Umum Nur Hidayah	Jl Imogiri Timur Km. 11,5 Trimulyo Jetis Bantul	RS Umum Nur Hidayah Bantul	RS	Umum	Nur	Hidayah	Bantul							
Gunung Kidul	RS Umum Nur Rohmah	Jl Wonosari - Yogya Km. 7, Bandung, Playen, Gunungkidul	RS Umum Nur Rohmah Gunung Kidul	RS	Umum	Nur	Rohmah	Gunung	Kidul						
Labuhan Batu Selatan	RS Umum Nuraini	Jl Lintas Sumatera, Bloksongo	RS Umum Nuraini Labuhan Batu Selatan	RS	Umum	Nuraini	Labuhan	Batu	Selatan						
Kudus	RS Umum Nurussyifa	Jl. Kudus - Pati Km.10 Jekulo, Kudus	RS Umum Nurussyifa Kudus	RS	Umum	Nurussyifa	Kudus								
Kota Jakarta Timur	RS Umum Olahraga Nasional	Jl. Jambore Raya No. 1 Kelurahan Cibubur Kecamatan Ciracas 13720	RS Umum Olahraga Nasional Kota Jakarta Timur	RS	Umum	Olahraga	Nasional	Kota	Jakarta	Timur					
Kota Jakarta Timur	RS Umum Omni Medical Center	Jl. Pulomas Barat VI No. 20.	RS Umum Omni Medical Center Kota Jakarta Timur	RS	Umum	Omni	Medical	Center	Kota	Jakarta	Timur				
Kota Jakarta Pusat	RS Umum PAD Gatot Soebroto	Jl. Dr. Abdul Rahman Saleh No. 24 Jakarta Pusat	RS Umum PAD Gatot Soebroto Kota Jakarta Pusat	RS	Umum	PAD	Gatot	Soebroto	Kota	Jakarta	Pusat				
Boyolali	RS Umum PKU Aisyiyah Boyolali	Jl. Pasar Sapi Baru Singkil - Karanggeneng - Boyolali	RS Umum PKU Aisyiyah Boyolali Boyolali	RS	Umum	PKU	Aisyiyah	Boyolali	Boyolali						
Kebumen	RS Umum PKU Muhamadiyah Gombong	Jl. Yos Sudarso 461 Gombong Kebumen	RS Umum PKU Muhamadiyah Gombong Kebumen	RS	Umum	PKU	Muhamadiyah	Gombong	Kebumen						
Banjarnegara	RS Umum PKU Muhammadiyah Banjarnegara	Jl. Raya Banjarnegara Banyumas KM. 18 Danaraja Purwanegara Banjarnegara	RS Umum PKU Muhammadiyah Banjarnegara Banjarnegara	RS	Umum	PKU	Muhammadiyah	Banjarnegara	Banjarnegara						
Klaten	RS Umum PKU Muhammadiyah Delanggu	Jln Raya Delanggu Utara No 19 Delanggu Klaten	RS Umum PKU Muhammadiyah Delanggu Klaten	RS	Umum	PKU	Muhammadiyah	Delanggu	Klaten						
Sleman	RS Umum PKU Muhammadiyah Gamping	Jl. Wates KM 5,5 Gamping Sleman	RS Umum PKU Muhammadiyah Gamping Sleman	RS	Umum	PKU	Muhammadiyah	Gamping	Sleman						
Klaten	RS Umum PKU Muhammadiyah Jatinom Klaten	Jl.Raya Jatinom-Klaten KM 01, Gendaren, Jatinom, Klaten	RS Umum PKU Muhammadiyah Jatinom Klaten Klaten	RS	Umum	PKU	Muhammadiyah	Jatinom	Klaten	Klaten					
Kulon Progo	RS Umum PKU Muhammadiyah Nanggulan	Ngemplak, Kembang, Nanggulan	RS Umum PKU Muhammadiyah Nanggulan Kulon Progo	RS	Umum	PKU	Muhammadiyah	Nanggulan	Kulon	Progo					
Kebumen	RS Umum PKU Muhammadiyah Petanahan Kebumen	Jl. Daendels, KM-1, Kec.Petanahan.	RS Umum PKU Muhammadiyah Petanahan Kebumen Kebumen	RS	Umum	PKU	Muhammadiyah	Petanahan	Kebumen	Kebumen					
Gresik	RS Umum PKU Muhammadiyah Sekapuk	Jln. Raya Deandles No. 21 Sekapuk Ujung Pangkah Gresik	RS Umum PKU Muhammadiyah Sekapuk Gresik	RS	Umum	PKU	Muhammadiyah	Sekapuk	Gresik						
Sragen	RS Umum PKU Muhammadiyah Sragen	Jl. Raya Sragen - Solo Km.8, Masaran, Sragen	RS Umum PKU Muhammadiyah Sragen Sragen	RS	Umum	PKU	Muhammadiyah	Sragen	Sragen						
Kebumen	RS Umum PKU Muhammadiyah Sruweng	Jl. Raya Sruweng No.5 Sruweng Kebumen	RS Umum PKU Muhammadiyah Sruweng Kebumen	RS	Umum	PKU	Muhammadiyah	Sruweng	Kebumen						
Sukoharjo	RS Umum PKU Muhammadiyah Sukoharjo	Jl. Mayor Sunaryo No. 37, Sukoharjo	RS Umum PKU Muhammadiyah Sukoharjo Sukoharjo	RS	Umum	PKU	Muhammadiyah	Sukoharjo	Sukoharjo						
Kota Surakarta	RS Umum PKU Muhammadiyah Surakarta	Jl. Ronggowarsito 130, Surakarta	RS Umum PKU Muhammadiyah Surakarta Kota Surakarta	RS	Umum	PKU	Muhammadiyah	Surakarta	Kota	Surakarta					
Temanggung	RS Umum PKU Muhammadiyah Temanggung	JL. RAYA KEDU KM 2 KALISAT CAMPURSARI BULU TEMANGGUNG	RS Umum PKU Muhammadiyah Temanggung Temanggung	RS	Umum	PKU	Muhammadiyah	Temanggung	Temanggung						
Gunung Kidul	RS Umum PKU Muhammadiyah Wonosari	Jalan Lingkar Utara Kemorosari II, Piyaman Wonosari Gunungkidul DIY	RS Umum PKU Muhammadiyah Wonosari Gunung Kidul	RS	Umum	PKU	Muhammadiyah	Wonosari	Gunung	Kidul					
Blora	RS Umum PKU Muhammdiyah Blora	Jl. Raya Blora-Cepu Km 3 Jepon, Seso	RS Umum PKU Muhammdiyah Blora Blora	RS	Umum	PKU	Muhammdiyah	Blora	Blora						
Kota Bogor	RS Umum PMI Bogor	Jl. Raya Pajajaran No. 80 Bogor	RS Umum PMI Bogor Kota Bogor	RS	Umum	PMI	Bogor	Kota	Bogor						
Bengkalis	RS Umum PT. Chevron Pacific Indonesia	Komplek Merapi Camp PT Chevron Pacific Indonesia Duri	RS Umum PT. Chevron Pacific Indonesia Bengkalis	RS	Umum	PT.	Chevron	Pacific	Indonesia	Bengkalis					
Langkat	RS Umum PTP II Tg Selamat	Jl. Besar Batang Serangan No. 48 Kec. Padang Tualang	RS Umum PTP II Tg Selamat Langkat	RS	Umum	PTP	II	Tg	Selamat	Langkat					
Serdang Bedagai	RS Umum Pabatu	Desa Kedai Damar Kec.Tebing tinggi Kab.serdang bedagai	RS Umum Pabatu Serdang Bedagai	RS	Umum	Pabatu	Serdang	Bedagai							
Sumedang	RS Umum Pakuwon	Jl. Raden Dewi Sartika No. 17 Kel. Regol Wetan Kec. Sumedang Selatan Kab. Sumedang Prov. Jabar	RS Umum Pakuwon Sumedang	RS	Umum	Pakuwon	Sumedang								
Kebumen	RS Umum Palang Biru Gombong	Jl. Yos Sudarso Timur Desa Kedungpuji Gombong	RS Umum Palang Biru Gombong Kebumen	RS	Umum	Palang	Biru	Gombong	Kebumen						
Purworejo	RS Umum Palang Biru Kutoarjo	Jl. Marditomo No.17, Kutoarjo, Kab.Purworejo	RS Umum Palang Biru Kutoarjo Purworejo	RS	Umum	Palang	Biru	Kutoarjo	Purworejo						
Subang	RS Umum Pamanukan Medical Center (PMC)	Jl. Raya Rancasari KM 4,5 Ds.Rancasari Kec.Pamanukan Kab.Subang	RS Umum Pamanukan Medical Center (PMC) Subang	RS	Umum	Pamanukan	Medical	Center	(PMC)	Subang					
Deli Serdang	RS Umum Pancur Batu	Jl. Jamin Ginting KM. 17 Desa Tengah Kec. Pancur Batu	RS Umum Pancur Batu Deli Serdang	RS	Umum	Pancur	Batu	Deli	Serdang						
Kota Jakarta Utara	RS Umum Pantai Indah Kapuk	Jl. Pantai Indah Utara 3 Pantai Indah Kapuk, Kapuk Muara, Penjaringan	RS Umum Pantai Indah Kapuk Kota Jakarta Utara	RS	Umum	Pantai	Indah	Kapuk	Kota	Jakarta	Utara				
Ogan Komering Ulu Timur	RS Umum Panti Bhaktiningsih	Tegalrejo Belitang Kab. OKU Timur	RS Umum Panti Bhaktiningsih Ogan Komering Ulu Timur	RS	Umum	Panti	Bhaktiningsih	Ogan	Komering	Ulu	Timur				
Kota Malang	RS Umum Panti Nirmala	Jl. Kebalen Wetan N0.2-8 Kedung Kandang, Kota Malang	RS Umum Panti Nirmala Kota Malang	RS	Umum	Panti	Nirmala	Kota	Malang						
Gunung Kidul	RS Umum Panti Rahayu	Jl Wonosari-Ponjong Km 7 Kelor Karangmojo Gunungkidul	RS Umum Panti Rahayu Gunung Kidul	RS	Umum	Panti	Rahayu	Gunung	Kidul						
Grobogan	RS Umum Panti Rahayu	Jl. R Suprapto No.6,Purwodadi	RS Umum Panti Rahayu Grobogan	RS	Umum	Panti	Rahayu	Grobogan							
Kota Yogyakarta	RS Umum Panti Rapih	Jl. Cik Di Tiro 30 Yogyakarta	RS Umum Panti Rapih Kota Yogyakarta	RS	Umum	Panti	Rapih	Kota	Yogyakarta						
Sleman	RS Umum Panti Rini	Jl Solo Km 12,5 Krajan Tirtomartani Kalasan Sleman Yogyakarta	RS Umum Panti Rini Sleman	RS	Umum	Panti	Rini	Sleman							
Kota Malang	RS Umum Panti Waluya Sawahan Malang	Jl. Nusakambangan No.56 Kota Malang	RS Umum Panti Waluya Sawahan Malang Kota Malang	RS	Umum	Panti	Waluya	Sawahan	Malang	Kota	Malang				
Kota Surakarta	RS Umum Panti Waluyo	Jl. Jend A Yani No.1	RS Umum Panti Waluyo Kota Surakarta	RS	Umum	Panti	Waluyo	Kota	Surakarta						
Purworejo	RS Umum Panti Waluyo Yakkum Purworejo	Jl. Ahmad Yani No. 21 Purworejo	RS Umum Panti Waluyo Yakkum Purworejo Purworejo	RS	Umum	Panti	Waluyo	Yakkum	Purworejo	Purworejo					
Kota Semarang	RS Umum Panti Wilasa Citarum	Jl. Citarum No 98 Semarang	RS Umum Panti Wilasa Citarum Kota Semarang	RS	Umum	Panti	Wilasa	Citarum	Kota	Semarang					
Buleleng	RS Umum Parama Sidhi	Jl. Ahmad Yani No.171 A Baktiseraga, Singaraja	RS Umum Parama Sidhi Buleleng	RS	Umum	Parama	Sidhi	Buleleng							
Deli Serdang	RS Umum Patar Asih	Jl Bakaran Batu Desa Tumpatan Dusun Manggis no. 45	RS Umum Patar Asih Deli Serdang	RS	Umum	Patar	Asih	Deli	Serdang						
Gianyar	RS Umum Payangan	Jl. Giri Kesuma BR. Melinggih Payangan Gianyar 80572	RS Umum Payangan Gianyar	RS	Umum	Payangan	Gianyar								
Kota Pekanbaru	RS Umum Pekanbaru Medical Center	Jl Lembaga Pemasyarakatan No.25, Gobah Pekanbaru	RS Umum Pekanbaru Medical Center Kota Pekanbaru	RS	Umum	Pekanbaru	Medical	Center	Kota	Pekanbaru					
Kota Jakarta Utara	RS Umum Pekerja	Jl. Raya Cakung Cilincing	RS Umum Pekerja Kota Jakarta Utara	RS	Umum	Pekerja	Kota	Jakarta	Utara						
Kota Cirebon	RS Umum Pelabuhan Cirebon	Jl. Sisingamangaraja No.45 Cirebon 45112	RS Umum Pelabuhan Cirebon Kota Cirebon	RS	Umum	Pelabuhan	Cirebon	Kota	Cirebon						
Kota Jakarta Utara	RS Umum Pelabuhan Tanjung Priok	Jl. Kramat Jaya Tg Priok Jakut	RS Umum Pelabuhan Tanjung Priok Kota Jakarta Utara	RS	Umum	Pelabuhan	Tanjung	Priok	Kota	Jakarta	Utara				
Demak	RS Umum Pelita Anugerah	Jl. Raya Bandung Rejo Km 11,5, Mranggen Demak	RS Umum Pelita Anugerah Demak	RS	Umum	Pelita	Anugerah	Demak							
Gunung Kidul	RS Umum Pelita Husada	Jl Raya Semanu Km.3 Sambirejo Semanu Gunungkidul DIY 55893	RS Umum Pelita Husada Gunung Kidul	RS	Umum	Pelita	Husada	Gunung	Kidul						
Banjar	RS Umum Pelita Insani	Jl. Sekumpul No. 66 Martapura	RS Umum Pelita Insani Banjar	RS	Umum	Pelita	Insani	Banjar							
Kota Jakarta Barat	RS Umum Pelni Petamburan	Jl. K. S. Tubun 92-94 Jakbar	RS Umum Pelni Petamburan Kota Jakarta Barat	RS	Umum	Pelni	Petamburan	Kota	Jakarta	Barat					
Kota Jakarta Timur	RS Umum Pengayom Cipinang	Jl. Raya Bekasi Timur 170 B, Jaktim	RS Umum Pengayom Cipinang Kota Jakarta Timur	RS	Umum	Pengayom	Cipinang	Kota	Jakarta	Timur					
Malaka	RS Umum Penyangga Perbatasan Betun	Jl. Sukabihanawa No. 02 Desa Kamanasa Kec.Malaka Tengah	RS Umum Penyangga Perbatasan Betun Malaka	RS	Umum	Penyangga	Perbatasan	Betun	Malaka						
Kota Bekasi	RS Umum Permata Bekasi	Jl. Legenda Raya No. 9 Mustika Jaya, Bekasi	RS Umum Permata Bekasi Kota Bekasi	RS	Umum	Permata	Bekasi	Kota	Bekasi						
Blora	RS Umum Permata Blora	Jl. Reksodiputro No.57,Blora	RS Umum Permata Blora Blora	RS	Umum	Permata	Blora	Blora							
Ciamis	RS Umum Permata Bunda	Jl. Mr. Iwa Kusumasomantri No.1 Ciamis	RS Umum Permata Bunda Ciamis	RS	Umum	Permata	Bunda	Ciamis							
Grobogan	RS Umum Permata Bunda	Jl. Hayam Wuruk No. 24, Purwodadi, Grobogan	RS Umum Permata Bunda Grobogan	RS	Umum	Permata	Bunda	Grobogan							
Kota Tasikmalaya	RS Umum Permata Bunda	Jl. HR. Wasita Kusumah No. 1 Indihiang Kota Tasikmalaya	RS Umum Permata Bunda Kota Tasikmalaya	RS	Umum	Permata	Bunda	Kota	Tasikmalaya						
Lamongan	RS Umum Permata Bunda	Jl. Petro No. 20 Plaosan Kec. Babat Kab. Lamongan	RS Umum Permata Bunda Lamongan	RS	Umum	Permata	Bunda	Lamongan							
Kota Bekasi	RS Umum Permata Cibubur	Jl. Alternatif Cibubur - Cileungsi No. 6A, Kec. Jati Sampurna, Bekasi	RS Umum Permata Cibubur Kota Bekasi	RS	Umum	Permata	Cibubur	Kota	Bekasi						
Cirebon	RS Umum Permata Cirebon	Jl. Tuparev No.117 Cirebon	RS Umum Permata Cirebon Cirebon	RS	Umum	Permata	Cirebon	Cirebon							
Kota Depok	RS Umum Permata Depok	Jl. Raya Muchtar No.22 Sawangan	RS Umum Permata Depok Kota Depok	RS	Umum	Permata	Depok	Kota	Depok						
Klungkung	RS Umum Permata Hati	Jl. Kecubung No. 22 Samarapura	RS Umum Permata Hati Klungkung	RS	Umum	Permata	Hati	Klungkung							
Bungo	RS Umum Permata Hati	Jl.Lebai Hasan, Rt 06/02, Sungai Pinang, Muara Bungo	RS Umum Permata Hati Bungo	RS	Umum	Permata	Hati	Bungo							
Bantul	RS Umum Permata Husada	Jl Pleret-Kotagede Km. 4 Kauman Pleret	RS Umum Permata Husada Bantul	RS	Umum	Permata	Husada	Bantul							
Bogor	RS Umum Permata Jonggol	Jl. Raya Cileungsi - Jonggol, Km. 1, Sukamanah - Jonggol	RS Umum Permata Jonggol Bogor	RS	Umum	Permata	Jonggol	Bogor							
Bekasi	RS Umum Permata Keluarga Jababeka	Jl. DR. Cipto Mangunkusumo Blok A Nomor 1 A Medical City Kota Jababeka	RS Umum Permata Keluarga Jababeka Bekasi	RS	Umum	Permata	Keluarga	Jababeka	Bekasi						
Bekasi	RS Umum Permata Keluarga Lippo Cikarang	JL. M.H Thamrin Kav 129 Lippo Cikarang, Bekasi 17599	RS Umum Permata Keluarga Lippo Cikarang Bekasi	RS	Umum	Permata	Keluarga	Lippo	Cikarang	Bekasi					
Mandailing Natal	RS Umum Permata Madina Panyabungan	Jl Merdeka No. 155 Kelurahan Kayu Jati Kecamatan Panyabungan	RS Umum Permata Madina Panyabungan Mandailing Natal	RS	Umum	Permata	Madina	Panyabungan	Mandailing	Natal					
Kebumen	RS Umum Permata Medika Kebumen	JL. INDRAKILA NO.17	RS Umum Permata Medika Kebumen Kebumen	RS	Umum	Permata	Medika	Kebumen	Kebumen						
Kota Malang	RS Umum Persada Hospital	Jl. Panji Suroso Araya Bussiness Center Kav. II-IV Kota Malang	RS Umum Persada Hospital Kota Malang	RS	Umum	Persada	Hospital	Kota	Malang						
Kota Banda Aceh	RS Umum Pertamedika Ummi Rosnati	Jl. Sekolah No. 5 Gampoeng Ateuk Pahlawan, Kecamatan Baiturahman, Kota Banda Aceh 23241	RS Umum Pertamedika Ummi Rosnati Kota Banda Aceh	RS	Umum	Pertamedika	Ummi	Rosnati	Kota	Banda	Aceh				
Indramayu	RS Umum Pertamina Balongan Indramayu	Jl. Bumi Patra No. 1 Komplek Perum Pertamina Indramayu.	RS Umum Pertamina Balongan Indramayu Indramayu	RS	Umum	Pertamina	Balongan	Indramayu	Indramayu						
Cilacap	RS Umum Pertamina Cilacap	Jl. Dr.Setiabudi Tegal Katilayu, Cilacap	RS Umum Pertamina Cilacap Cilacap	RS	Umum	Pertamina	Cilacap	Cilacap							
Kota Jakarta Pusat	RS Umum Pertamina Jaya	Jl. A. Yani No. 2 By Pass Jakarta Pusat	RS Umum Pertamina Jaya Kota Jakarta Pusat	RS	Umum	Pertamina	Jaya	Kota	Jakarta	Pusat					
Kota Palembang	RS Umum Pertamina Palembang	Komplek Pertamina Plaju, Palembang	RS Umum Pertamina Palembang Kota Palembang	RS	Umum	Pertamina	Palembang	Kota	Palembang						
Langkat	RS Umum Pertamina Pangkalan Brandan	Jl Wahidin No 1 Pangkalan Brandan	RS Umum Pertamina Pangkalan Brandan Langkat	RS	Umum	Pertamina	Pangkalan	Brandan	Langkat						
Tabalong	RS Umum Pertamina Tanjung	Jl. Gas No. 1, Komperta Murung Pudak, Tanjung	RS Umum Pertamina Tanjung Tabalong	RS	Umum	Pertamina	Tanjung	Tabalong							
Kota Bandar Lampung	RS Umum Pertamina-Bintang Amin Lampung	Jl. Pramuka No.27,Bandar Lampung	RS Umum Pertamina-Bintang Amin Lampung Kota Bandar Lampung	RS	Umum	Pertamina-Bintang	Amin	Lampung	Kota	Bandar	Lampung				
Kota Jakarta Selatan	RS Umum Petukangan	Jl. Ciledug Raya No. 8A, Petukangan Selatan, Pesanggrahan	RS Umum Petukangan Kota Jakarta Selatan	RS	Umum	Petukangan	Kota	Jakarta	Selatan						
Kota Bandung	RS Umum Pindad	Jl. Gatot Soebroto No. 517 Kel. Sukapura Kec. Kiaracondong	RS Umum Pindad Kota Bandung	RS	Umum	Pindad	Kota	Bandung							
Malang	RS Umum Pindad	Jl. Semeru No.1 RT. 04 RW. 20 Kel. Turen Kec. Turen	RS Umum Pindad Malang	RS	Umum	Pindad	Malang								
Bekasi	RS Umum Pinna	Jl. Karang Satria No. 4-5 Bekasi	RS Umum Pinna Bekasi	RS	Umum	Pinna	Bekasi								
Kota Jakarta Utara	RS Umum Pluit	Jl. Raya Pluit Selatan 2 Jakut	RS Umum Pluit Kota Jakarta Utara	RS	Umum	Pluit	Kota	Jakarta	Utara						
Kota Jakarta Selatan	RS Umum Pondok Indah	Jl. Metro Duta Kav. UE Pondok Indah,Jaksel	RS Umum Pondok Indah Kota Jakarta Selatan	RS	Umum	Pondok	Indah	Kota	Jakarta	Selatan					
Morowali	RS Umum Pratama Paku	Desa Lakombulo Kec. Bungku Selatan Kab. Morowali	RS Umum Pratama Paku Morowali	RS	Umum	Pratama	Paku	Morowali							
Lombok Tengah	RS Umum Praya	Jl. H. Lalu Hasyim, Kelurahan Tiwu Galih, Praya	RS Umum Praya Lombok Tengah	RS	Umum	Praya	Lombok	Tengah							
Gianyar	RS Umum Premagana	Jl. Hyang Sangsi No.2 Komp.Perumahan Chandra Ayu Br. Tubuh,Batubulan,Sukawati - Gianyar	RS Umum Premagana Gianyar	RS	Umum	Premagana	Gianyar								
Kota Jakarta Timur	RS Umum Premier Jatinegara	Jl. Jatinegara Timur No.85-87,Jaktim	RS Umum Premier Jatinegara Kota Jakarta Timur	RS	Umum	Premier	Jatinegara	Kota	Jakarta	Timur					
Kota Jakarta Selatan	RS Umum Prikasih	Jl. RS Fatmawati Raya No. 74, Pondok Labu, Cilandak	RS Umum Prikasih Kota Jakarta Selatan	RS	Umum	Prikasih	Kota	Jakarta	Selatan						
Sidoarjo	RS Umum Prima Husada	Jl. Letjen Sutoyo No. 03, Kepuh Kiriman Waru	RS Umum Prima Husada Sidoarjo	RS	Umum	Prima	Husada	Sidoarjo							
Kota Medan	RS Umum Prima Husada Cipta Medan	Jl Stasiun No.92, Belawan Medan	RS Umum Prima Husada Cipta Medan Kota Medan	RS	Umum	Prima	Husada	Cipta	Medan	Kota	Medan				
Pemalang	RS Umum Prima Medika	Jl. Slamet Riyadi No. 321 Pemalang	RS Umum Prima Medika Pemalang	RS	Umum	Prima	Medika	Pemalang							
Kota Denpasar	RS Umum Prima Medika	Jl. Raya Sesetan No.10 Kota Denpasar	RS Umum Prima Medika Kota Denpasar	RS	Umum	Prima	Medika	Kota	Denpasar						
Kota Pekanbaru	RS Umum Prima Pekanbaru	Jl Bima NO.1 Tuanku Tambusai Kel. Delima Kec. Tampan	RS Umum Prima Pekanbaru Kota Pekanbaru	RS	Umum	Prima	Pekanbaru	Kota	Pekanbaru						
Kota Jakarta Pusat	RS Umum Primaya Evasari Hospital	Jl. Rawamangun No. 47, Rawasari, Cempaka Putih, Jakarta Pusat	RS Umum Primaya Evasari Hospital Kota Jakarta Pusat	RS	Umum	Primaya	Evasari	Hospital	Kota	Jakarta	Pusat				
Tangerang	RS Umum Primaya Pasar Kemis	Jl. Raya Pasar RT. 004 RW. 002 Kel. Kutajaya Kec. Pasar Kemis	RS Umum Primaya Pasar Kemis Tangerang	RS	Umum	Primaya	Pasar	Kemis	Tangerang						
Kota Kupang	RS Umum Prof. Dr. WZ Johanes	Jl. Dr Moch Hatta No. 19 Kupang	RS Umum Prof. Dr. WZ Johanes Kota Kupang	RS	Umum	Prof.	Dr.	WZ	Johanes	Kota	Kupang				
Karawang	RS Umum Proklamasi	Jl. Raya Proklamasi KM. 2 Rengasdengklok, Karawang	RS Umum Proklamasi Karawang	RS	Umum	Proklamasi	Karawang								
Kebumen	RS Umum Purbowangi	Jl. Yos Sudarso Barat No.1 Gombong	RS Umum Purbowangi Kebumen	RS	Umum	Purbowangi	Kebumen								
Karawang	RS Umum Puri Asih	Jl. Raya Jatisari No. 3 Jatisari Karawang	RS Umum Puri Asih Karawang	RS	Umum	Puri	Asih	Karawang							
Kota Salatiga	RS Umum Puri Asih	Jl. Sudirman No.169,Salatiga	RS Umum Puri Asih Kota Salatiga	RS	Umum	Puri	Asih	Kota	Salatiga						
Kota Depok	RS Umum Puri Cinere	Jl. Maribaya No.1 Puri Cinere,Depok	RS Umum Puri Cinere Kota Depok	RS	Umum	Puri	Cinere	Kota	Depok						
Sleman	RS Umum Puri Husada Yogyakarta	Jl. Palagan Tentara Pelajar No.67 Km.11 Rejodani Ngaglik Sleman	RS Umum Puri Husada Yogyakarta Sleman	RS	Umum	Puri	Husada	Yogyakarta	Sleman						
Kota Jakarta Barat	RS Umum Puri Indah	Jl. Puri Indah Raya,Blok S-2,Kel.Kembangan Selatan,Jakbar	RS Umum Puri Indah Kota Jakarta Barat	RS	Umum	Puri	Indah	Kota	Jakarta	Barat					
Kota Jakarta Utara	RS Umum Puri Medika	Jl. Sungai Bambu 5A Tanjung Priok	RS Umum Puri Medika Kota Jakarta Utara	RS	Umum	Puri	Medika	Kota	Jakarta	Utara					
Kota Denpasar	RS Umum Puri Raharja	Jl. WR Supratman 14	RS Umum Puri Raharja Kota Denpasar	RS	Umum	Puri	Raharja	Kota	Denpasar						
Kebumen	RS Umum Purwogondo	Jl. Puring Km.8, Kalipurwo Kuwarasan Kebumen	RS Umum Purwogondo Kebumen	RS	Umum	Purwogondo	Kebumen								
Kota Bandung	RS Umum Pusat Dr. Hasan Sadikin	Jl. Pasteur No. 38 Bandung	RS Umum Pusat Dr. Hasan Sadikin Kota Bandung	RS	Umum	Pusat	Dr.	Hasan	Sadikin	Kota	Bandung				
Kota Ambon	RS Umum Pusat Dr. J. Leimena	Desa Wailela Kec. Teluk Ambon	RS Umum Pusat Dr. J. Leimena Kota Ambon	RS	Umum	Pusat	Dr.	J.	Leimena	Kota	Ambon				
Kota Semarang	RS Umum Pusat Dr. Kariadi	Jl. Dr. Soetomo No.16,Semarang	RS Umum Pusat Dr. Kariadi Kota Semarang	RS	Umum	Pusat	Dr.	Kariadi	Kota	Semarang					
Kota Palembang	RS Umum Pusat Dr. Mohammad Hoesin Palembang	Jl. Jendral Sudirman KM 3,5 Palembang	RS Umum Pusat Dr. Mohammad Hoesin Palembang Kota Palembang	RS	Umum	Pusat	Dr.	Mohammad	Hoesin	Palembang	Kota	Palembang			
Banyuasin	RS Umum Pusat Dr. Rivai Abdullah	Jl. Sungai Kundur Kelurahan Mariana Kec. Banyuasin I	RS Umum Pusat Dr. Rivai Abdullah Banyuasin	RS	Umum	Pusat	Dr.	Rivai	Abdullah	Banyuasin					
Klaten	RS Umum Pusat Dr. Soeradji Tirtonegoro	Jl. KRT. Suraji Tirtonegoro No.1, Klaten	RS Umum Pusat Dr. Soeradji Tirtonegoro Klaten	RS	Umum	Pusat	Dr.	Soeradji	Tirtonegoro	Klaten					
Kota Jakarta Selatan	RS Umum Pusat Pertamina	Jl. Kyai Maja No.43 Kebayoran Baru,Jakarta Selatan	RS Umum Pusat Pertamina Kota Jakarta Selatan	RS	Umum	Pusat	Pertamina	Kota	Jakarta	Selatan					
Kota Surakarta	RS Umum Pusat Surakarta	Jl. Profesor DR. Soeharso No.28, Jajar, Kec. Laweyan	RS Umum Pusat Surakarta Kota Surakarta	RS	Umum	Pusat	Surakarta	Kota	Surakarta						
Sidoarjo	RS Umum Pusdik Polri Porong	JL. RAYA PORONG NO. 1 SIDOARJO	RS Umum Pusdik Polri Porong Sidoarjo	RS	Umum	Pusdik	Polri	Porong	Sidoarjo						
Kota Palembang	RS Umum Pusri Palembang	Jl May Zen Kompl Pusri, 2 Ilir Palembang	RS Umum Pusri Palembang Kota Palembang	RS	Umum	Pusri	Palembang	Kota	Palembang						
