"","hospital","address","bed_availability","queue","last_update","tlp_number","province","district","scraped_at","bed_type"
"1180","RS Kartini","Jl. Sunan Kalijaga No. 325, Blok Papanggo, Cijoro Pasir, Rangkasbitung, Lebak, Banten","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","34 jam","hotline tidak tersedia","36","3602",2021-08-15 20:58:13,"COVID-19"
"1181","RS Umum Daerah Malingping","  Jl. Raya Saketi Km.1, Malingping Kab.Lebak","Bed IGD Penuh!","tanpa antrian pasien.","9 jam","0252508194","36","3602",2021-08-15 20:58:13,"COVID-19"
"1182","RS Umum Daerah Lebong","Desa Muning Agung Kecamatan Lebong Sakti","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","20 jam","082281280910","17","1707",2021-08-15 20:58:14,"COVID-19"
"1183","RS Umum Daerah Lewoleba","Jl.Trans Lembata No.1 Lewoleba Lembata","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","081329793451","53","5308",2021-08-15 20:58:14,"COVID-19"
"1184","RS Umum Daerah dr. Achmad Darwis","Jl. Tan Malaka No.1, Kec.Suliki","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","33 jam","082392905205","13","1308",2021-08-15 20:58:14,"COVID-19"
"1185","RS Umum Daerah Patut Patuh Patju","Jl. H. Lalu Anggrat BA No. 2 Gerung","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","57 menit","0370681321","52","5201",2021-08-15 20:58:15,"COVID-19"
"1186","RS Umum Daerah Awet Muda Narmada","Jl. Ahmad Yani No. 69 Telaga Ngembeng Narmada Lombok Barat","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","03707561792","52","5201",2021-08-15 20:58:15,"COVID-19"
"1187","RS Umum Praya","    Jl. H. Lalu Hasyim, Kelurahan Tiwu Galih, Praya","Bed IGD Penuh!","dengan antrian 1 pasien","6 jam","hotline tidak tersedia","52","5202",2021-08-15 20:58:15,"COVID-19"
"1188","RS Umum Daerah Dr. R. Soedjono Selong","Jl. Prof M. Yamin, SH. No. 55 Selong","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","037621415","52","5203",2021-08-15 20:58:16,"COVID-19"
"1189","RS Umum Daerah Lombok Timur","Jl. HOS Cokroaminoto No. 31 Desa Labuhan Haji Kecamatan Labuhan Haji Lombok Timur","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","081904133953","52","5203",2021-08-15 20:58:16,"COVID-19"
"1190","RS Daerah Dr. Haryoto Kabupaten Lumajang","  Jl. Basuki Rahmat No.5, Lumajang","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","30 menit","0334881666","35","3508",2021-08-15 20:58:16,"COVID-19"
"1191","RS Bhayangkara Lumajang ","Jl. Kyai Ilyas Nomor 7, kabupaten Lumajang","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","3 jam","0334881646","35","3508",2021-08-15 20:58:16,"COVID-19"
"1192","RS Islam Lumajang","Jl. Kyai Muksin nomor 19 Kelurahan Tompokersan Kec. Lumajang Kab. Lumajang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","6 jam","0334887999","35","3508",2021-08-15 20:58:16,"COVID-19"
"1193","RS Umum Daerah Pasirian Kabupaten Lumajang","Jl. Raya Pasirian No. 225A. Kec. Pasirian","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","7 jam","03345761044","35","3508",2021-08-15 20:58:16,"COVID-19"
"1194","RS Wijaya Kusuma","Jl. A. Yani No.149 Lumajang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","38 jam","085236384331","35","3508",2021-08-15 20:58:16,"COVID-19"
"1195","RS Hikmah Sejahtera Belopa ","Jl. Opoka Trans Sulawesi ","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","28 menit","085242239118","73","7317",2021-08-15 20:58:17,"COVID-19"
"1196","RS Umum Daerah Batara Guru","   Jl. Tomakaka, Desa Lebani, Kec. Belopa Utara, Kab. Luwu","Bed IGD Penuh!","tanpa antrian pasien.","33 jam","082346835354","73","7317",2021-08-15 20:58:17,"COVID-19"
"1197","RS Umum Daerah Dolopo","  Jl. Raya Dolopo No. 117, Dolopo, Madiun","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","52 menit","0351365200","35","3519",2021-08-15 20:58:18,"COVID-19"
"1198","RS Umum Dungus","Jl. Raya Dungus - Wungu Madiun","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","6 jam","0351456735","35","3519",2021-08-15 20:58:18,"COVID-19"
"1199","RS Umum Daerah Muntilan Kab. Magelang","Jl. Kartini No.13 Muntilan","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","1 jam","0293587017","33","3308",2021-08-15 20:58:19,"COVID-19"
"1200","RS Umum Syubbanul Wathon","Jl Magelang Kopeng Km. 8 Dusun Nuren Desa Purwosari Kec. Tegalrejo","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","3 jam","02932911900","33","3308",2021-08-15 20:58:19,"COVID-19"
"1201","RS Daerah Merah Putih","Jl. Magelang-Yogyakarta KM 5 Mungkidan Desa Danurejo Kec. Mertoyudan","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","12 jam","02933202654","33","3308",2021-08-15 20:58:19,"COVID-19"
"1202","RS Umum Aisyiyah Muntilan ","JL. KHA Dahlan No. 24 Muntilan","Bed IGD Penuh!","dengan antrian 1 pasien","5 menit","02935891234","33","3308",2021-08-15 20:58:19,"COVID-19"
"1203","RS Angkatan Udara dr. Efram Harsana","Jl. Raya Solo, Kelurahan Maospati, Kecamatan Maospati, Kab. Magetan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","13 menit","0351864653","35","3520",2021-08-15 20:58:19,"COVID-19"
"1204","RS Umum Daerah dr. Sayidiman Magetan"," Jl. Pahlawan No.2 Magetan","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","11 jam","0351894814","35","3520",2021-08-15 20:58:19,"COVID-19"
"1205","RS Umum Daerah Cideres","Jl. Raya Cideres - Kadipaten No. 180 Bojong Cideres Dawuan ","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","28 menit","0233661003","32","3210",2021-08-15 20:58:19,"COVID-19"
"1206","RS Umum Daerah Majalengka"," Jl. Kesehatan No.77 Majalengka","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","7 jam","0233281043","32","3210",2021-08-15 20:58:19,"COVID-19"
"1207","RS Ibu dan Anak Mitra Plumbon Majalengka","Jl. Raya Barat Pasar Prapatan No. 109 ","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","35 jam","hotline tidak tersedia","32","3210",2021-08-15 20:58:19,"COVID-19"
"1208","RS Mitra Delima","Jl. Raya Bulupayung No. 1B, RT 007, RW 031, Desa Krebet, Kec. Bululawang, Kab. Malang","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","2 menit","0341805183","35","3507",2021-08-15 20:58:20,"COVID-19"
"1209","RS Umum Universitas Muhammadiyah Malang","JL. RAYA TLOGOMAS NO 45 MALANG","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","57 menit","0341561666","35","3507",2021-08-15 20:58:20,"COVID-19"
"1210","RS Umum Daerah Lawang ","JL. R.A. Kartini No. 5 Lawang Kab. Malang","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","58 menit","0341426076","35","3507",2021-08-15 20:58:20,"COVID-19"
"1211","RS Jiwa Dr. Radjiman Wediodiningrat Lawang","Jl. A. Yani, Lawang, Malang, Jawa Timur ","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","3 jam","0341426015","35","3507",2021-08-15 20:58:20,"COVID-19"
"1212","RS Umum Pindad","Jl. Semeru No.1 RT. 04 RW. 20 Kel. Turen Kec. Turen","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","6 jam","0341827295","35","3507",2021-08-15 20:58:20,"COVID-19"
"1213","RS Prima Husada","Perum Banjararum Selatan No.3-7, RT 003 RW 012 Desa Banjararum Kec. Singosari, Kab. Malang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","10 jam","0341458679","35","3507",2021-08-15 20:58:20,"COVID-19"
"1214","RS Umum Islam Gondang Legi","Jl. Hayam Wuruk 66, Gondang Legi Wetan, Kab. Malang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","10 jam","0341879879","35","3507",2021-08-15 20:58:20,"COVID-19"
"1215","RS Prasetya Husada","Jl. Raya Ngijo No.25, RT 05 RW 05 Desa Ngijo Kec. Ngijo,  Kab. Malang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","37 jam","0341460558","35","3507",2021-08-15 20:58:20,"COVID-19"
"1216","RS Marsudi Waluyo","Jl. Raya Mondoroko Km. 09, RT 004 RW 003 Desa Purwoasri, Kec. Singosari, Kab. Malang","Bed IGD Penuh!","tanpa antrian pasien.","59 menit","0341458974","35","3507",2021-08-15 20:58:20,"COVID-19"
"1217","RS Sumber Sentosa","Jl. Kebonsari No. 221 Malang, RT 003, RW 002 Desa Tumpang, Kec. Tumpang, Kab. Malang","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","0341787233","35","3507",2021-08-15 20:58:20,"COVID-19"
"1218","RS Bala Keselamatan Bokor","Jl. A.Yani 91 Turen , Kab.Malang","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","0341824002","35","3507",2021-08-15 20:58:20,"COVID-19"
"1219","RS Umum Wajak Husada","Jl. Raya Kidangbang RT. 16 RW. 05 Desa Kidangbang Kec. Wajak Kab. Malang 65173","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","hotline tidak tersedia","35","3507",2021-08-15 20:58:20,"COVID-19"
"1220","RS Bedah Hasta Husada","Jl. Bromo 98-100 RT 011 RW 005, Kel. Kepanjen, Kec. Kepanjen, Kab. Malang","Bed IGD Penuh!","tanpa antrian pasien.","34 jam","0341399499","35","3507",2021-08-15 20:58:20,"COVID-19"
"1221","RS Siti Miriam","Jl. dr. Wahidin No.101, RT 002 RW. 001, Kel. Kalirejo, Kec. Lawang, Kab.Malang","Bed IGD Penuh!","tanpa antrian pasien.","35 jam","081288088101","35","3507",2021-08-15 20:58:20,"COVID-19"
"1222","RS Lawang Medika","Jl. Dr. Cipto No.8 Bedali, Lawang, Kab. Malang","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","0341420888","35","3507",2021-08-15 20:58:20,"COVID-19"
"1223","RS Umum Wava Husada ","Jl. Panglima Sudirman No. 99A, Dilem, Kec. Kepanjen, Kab. Malang","Bed IGD Penuh!","dengan antrian 4 pasien","6 jam","0341393000","35","3507",2021-08-15 20:58:20,"COVID-19"
"1224","RS Umum Daerah Kanjuruhan Kepanjen Kab. Malang","Jl. Panji No. 100 Kepanjen, Kab. Malang","Bed IGD Penuh!","dengan antrian 3 pasien","12 jam","0341395041","35","3507",2021-08-15 20:58:20,"COVID-19"
"1225","RS Angkatan Udara dr. Mohammad Moenir","Jl. Dr. M. Munir No.18 Lanud Abd. Saleh, Desa Saptorenggo Kec. Pakis Kab, Malang","Bed IGD Penuh!","dengan antrian 1 pasien","12 jam","0341792273","35","3507",2021-08-15 20:58:20,"COVID-19"
"1226","RS Umum Karel Sadsuitubun","    Jl. Merdeka Raya No. 3 Ohoijang Langgur","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","9 jam","082230398140","81","8102",2021-08-15 20:58:24,"COVID-19"
"1227","RS Umum Daerah Dr. P. P. Magretti Saumlaki","Jl. Mr. Latuharhari - Saumlaki","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","8 jam","081385144440","81","8101",2021-08-15 20:58:25,"COVID-19"
"1228","RS Umum Daerah Kondosapata Kab. Mamasa","Jl. Poros Mamasa-Polewali Desa  Balla Kecamatan Balla","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","9 jam","085394693334","76","7603",2021-08-15 20:58:25,"COVID-19"
"1229","RS Umum Daerah Provinsi Sulawesi Barat","      Jl. RE. Marthadinata","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","085210524960","76","7604",2021-08-15 20:58:26,"COVID-19"
"1230","RS Umum Daerah Mamuju Utara","Jl. Bukit Husada - No. 10 Ako Pasangakayu","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","34 jam","081354960547","76","7605",2021-08-15 20:58:27,"COVID-19"
"1231","RS Umum Daerah dr. Ben Mboi Ruteng","  Jl. DR.Soetomo No.1 Ruteng, Kab. Manggarai","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","34 menit","038021719","53","5313",2021-08-15 20:58:29,"COVID-19"
"1232","RS  ST Rafael Cancar","Jl. Ruteng Labuan Bajo Cancar Ruteng","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","38 jam","081239632989","53","5313",2021-08-15 20:58:29,"COVID-19"
"1233","RS Umum Daerah Komodo","Desa Golo Bilas, Kecamatan Komodo, Kabupaten Manggarai Barat, NTT","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","7 jam","081237312165","53","5315",2021-08-15 20:58:29,"COVID-19"
"1234","RS Pembantu Manokwari","Jl. Brawijaya Kodim 1703 Manokwari","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","082399487054","91","9105",2021-08-15 20:58:30,"COVID-19"
"1235","RS Umum Daerah Tenriawaru Bone"," Jl. DR. Wahidin Sudirohusodo Watampone","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","14 jam","hotline tidak tersedia","73","7308",2021-08-15 20:58:32,"COVID-19"
"1236","RS Umum Daerah Kabupaten Melawi","Jl. Kelakik KM. 4 Nanga Pinoh Kabupaten Melawi","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","9 jam","082157766816","61","6110",2021-08-15 20:58:33,"COVID-19"
"1237","RS Umum Citra Husada Nanga Pinoh","Jln. Dharma Bakti No. 45 C Nanga Pinoh","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","10 jam","hotline tidak tersedia","61","6110",2021-08-15 20:58:33,"COVID-19"
"1238","RS Umum Kasih Bunda Jaya Nanga Pinoh","Jl. Juang KM 2 Desa Tanjung Niaga Kecamatan Nanga Pinoh","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","13 jam","hotline tidak tersedia","61","6110",2021-08-15 20:58:33,"COVID-19"
"1239","RS Umum Daerah Kolonel Abundjani/Bangko","Jl. Kesehatan No.20, Bangko","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","07462145921118","15","1502",2021-08-15 20:58:33,"COVID-19"
"1240","RS Umum Daerah Ragab Begawe Caram","Jl. ZA. Pagar Alam Brabasan Kec. Tanjung Raya","Bed IGD Penuh!","tanpa antrian pasien.","35 jam","082271060859","18","1811",2021-08-15 20:58:34,"COVID-19"
"1241","RS  Budi Setia","Kayowas Jaga I Langowan Barat Minahasa","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","15 jam","082153250534","71","7102",2021-08-15 20:58:35,"COVID-19"
"1242","RSU Ratatotok Buyat","   JL. J.W. Lasut Ratatotok II Kecamatan Ratatotok","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","10 jam","085395560706","71","7109",2021-08-15 20:58:36,"COVID-19"
"1243","Sentra Medika Hospital Minahasa Utara","Jl. Ir. Soekarno Desa Maumbi Kec. Kalawat","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","04317291899","71","7106",2021-08-15 20:58:37,"COVID-19"
"1244","RS Umum Sumberglagah Mojokerto"," Dsn. Sumberglagah Ds. Tanjungkenongo Kec. Pacet Mojokerto","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","46 menit","0321690441","35","3516",2021-08-15 20:58:37,"COVID-19"
"1245","RS Umum Kartini  ","Jl. Airlangga 137 Kecamatan Mojosari Kab. Mojokerto","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","0321592261","35","3516",2021-08-15 20:58:37,"COVID-19"
"1246","RS Islam Sakinah","Jl. RA Basuni No.12, Kec. Sooko, Kab. Mojokerto","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","0321326991","35","3516",2021-08-15 20:58:37,"COVID-19"
"1247","RS Umum Daerah Prof. Dr. Soekandar","   Jl. Hayam Wuruk 25 Mojosari Kab. Mojokerto","Bed IGD Penuh!","dengan antrian 2 pasien","35 jam","081333304653","35","3516",2021-08-15 20:58:37,"COVID-19"
"1248","RS Umum Daerah Morowali","  Jl. Trans Sulawesi Fonuasingko Bungku","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","32 jam","085341220115","72","7203",2021-08-15 20:58:38,"COVID-19"
"1249","RS Umum Daerah Sungai Bahar","Jl. Soekarno Hatta Desa Suka Makmur Kecamatan Sungai Bahar Kabupaten Muaro Jambi","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","9 jam","085269986022","15","1505",2021-08-15 20:58:39,"COVID-19"
"1250","RS Umum Daerah Sungai Gelam","Jl. Ketaling KM. 21 Sungai Gelam","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","34 jam","082388203192","15","1505",2021-08-15 20:58:39,"COVID-19"
"1251","RS Umum Daerah Mukomuko","Jl. Danau Nibung Desa Kota Praja Kecamatan Air Manjunto Kabupaten Mukomuko Provinsi Bengkulu","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","073752343466","17","1706",2021-08-15 20:58:39,"COVID-19"
"1252","RS Umum Daerah Raha","Jl. Ahmad yani raha no 10 Raha","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","12 jam","082394440965","74","7402",2021-08-15 20:58:39,"COVID-19"
"1253","RS Umum Daerah Sekayu","Jl. Kol. Wahid Udin Lingkungan I Kel. Kayuara Kec. Sekayu Kab.Musi Banyuasin","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","5 jam","07143330203","16","1606",2021-08-15 20:58:40,"COVID-19"
"1254","RS Umum Daerah Sungai Lilin","Jl. Palembang-Jambi Km.117 Kecamatan Sungai Lilin","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","11 jam","08127273339","16","1606",2021-08-15 20:58:40,"COVID-19"
"1255","RS Umum Daerah Bayung Lincir","Jl Raya Palembang-Jambi KM 200 Kec, Bayung Lencir","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","14 jam","08117423443","16","1606",2021-08-15 20:58:40,"COVID-19"
"1256","RS Umum Daerah Dr. Sobirin Kabupaten Musi Rawas","Jl. Yos Sudarso No. 13 Kelurahan Pasar Pemiri Kecamatan Lubuklinggau Barat II","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","27 jam","0733321995","16","1605",2021-08-15 20:58:41,"COVID-19"
"1257","RS Umum Daerah Muara Beliti"," Jl. Poros Agropolitan Center","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","36 jam","07334540193","16","1605",2021-08-15 20:58:41,"COVID-19"
"1258","RS Umum Daerah Rupit Kabupaten Musi Rawas Utara","Jl.Kesehatan No.1 desa lawang agung kec. Rupit","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","07333282129","16","1613",2021-08-15 20:58:41,"COVID-19"
"1259","RS Daerah Aeramo Kabupaten Nagekeo","Desa Aeramo, Kecamatan Aesesa Kabupaten Nagekeo","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","082147514367","53","5318",2021-08-15 20:58:43,"COVID-19"
"1260","RS Umum Bajawa","      Jl. Diponegoro No. 5, Bajawa","Bed IGD Penuh!","tanpa antrian pasien.","29 jam","hotline tidak tersedia","53","5312",2021-08-15 20:58:44,"COVID-19"
"1261","RS Umum Daerah Nganjuk","Jl. Dr. Sutomo 62, Nganjuk","Tersedia 20 bed kosong IGD","tanpa antrian pasien.","35 menit","0358321818","35","3518",2021-08-15 20:58:44,"COVID-19"
"1262","RS Umum Bhayangkara Tk. III Nganjuk","Jl. Abdul Rahman Saleh 56, Kauman, Kabupaten Nganjuk","Bed IGD Penuh!","tanpa antrian pasien.","2 jam","0358321896","35","3518",2021-08-15 20:58:44,"COVID-19"
"1263","RS Umum Daerah Kertosono","Jl. Panglima Sudirman No.16 Kertosono.","Bed IGD Penuh!","dengan antrian 1 pasien","36 jam","03585501503","35","3518",2021-08-15 20:58:44,"COVID-19"
"1264","RS Umum Daerah Dr. Soeroto Ngawi","    Jl. Dr Wahidin no: 27","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","10 jam","0351749023","35","3521",2021-08-15 20:58:45,"COVID-19"
"1265","RS Lapangan ATP Ngawi","Jl Raya Ngrambe No. 42 Ngawi Jawa Timur 63263","Bed IGD Penuh!","tanpa antrian pasien.","26 jam","hotline tidak tersedia","35","3521",2021-08-15 20:58:45,"COVID-19"
"1266","RS Umum Daerah dr. M. Thomsen Nias","Jl dr. Ciptomangunkusumo No. 15 Gunungsitoli","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","25 jam","063921271","12","1201",2021-08-15 20:58:45,"COVID-19"
"1267","RS Pratama Kabupaten Nias Utara","Jl. Lotu - Sawo Km.3, Desa Lolofaoso, Kecamatan Lotu","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","085358036742","12","1224",2021-08-15 20:58:46,"COVID-19"
"1268","RS Umum Daerah Kayuagung","Jl. Letjen Yusuf Singedekane No,1 Kel Jua Jua, Kayuagung","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","6 jam","0712323889","16","1602",2021-08-15 20:58:47,"COVID-19"
"1269","RS Umum Santo Antonio Baturaja","Jl. Garuda No.3 KM.3 Desa Tanjung Baru, Kec. Baturaja Timur","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","0735320395","16","1601",2021-08-15 20:58:48,"COVID-19"
"1270","RS Umum Dr. Noesmir Baturaja","Jln. Dr. Moh Hatta No 64 ","Bed IGD Penuh!","tanpa antrian pasien.","39 jam","0735320123","16","1601",2021-08-15 20:58:48,"COVID-19"
"1271","RS Islam At-Taqwa Gumawang","Jl.Inspeksi Irigasi Komering, Tanah Merah, Kec. Belitang Madang Raya","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","23 menit","085379648888","16","1609",2021-08-15 20:58:49,"COVID-19"
"1272","RS Umum Panti Bhaktiningsih","Tegalrejo Belitang Kab. OKU Timur","Bed IGD Penuh!","tanpa antrian pasien.","34 jam","0735450066","16","1609",2021-08-15 20:58:49,"COVID-19"
"1273","RS Umum Daerah  dr. Darsono","Jl. Ahmad Yani 51 Pacitan","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","21 menit","0357881410","35","3501",2021-08-15 20:58:49,"COVID-19"
"1274","RS Umum Daerah Salak","Jl Raja David, Kab.Pakpak Bharat","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","081362781627","12","1216",2021-08-15 20:58:50,"COVID-19"
"1275","RS Umum Mohammad Noer Pamekasan","JL. Bonorogo 17 Pamekasan Madura","Tersedia 13 bed kosong IGD","tanpa antrian pasien.","58 menit","0324322594","35","3528",2021-08-15 20:58:51,"COVID-19"
"1276","RS Umum Daerah Waru Pamekasan","Jl.Waru Pasean Pamekasan","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","9 jam","0324510501","35","3528",2021-08-15 20:58:51,"COVID-19"
"1277","RS Umum Daerah Dr. H. Slamet Martodirdjo Pamekasan","  Jl. Raya Panglegur No.4, Pamekasan","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","0324326242","35","3528",2021-08-15 20:58:51,"COVID-19"
"1278","RS Umum Aulia Pandeglang","Jl. Raya Labuan-Pandeglang KM. 12 Menes Pandeglang 42262","Tersedia 15 bed kosong IGD","tanpa antrian pasien.","3 jam","02535601711","36","3601",2021-08-15 20:58:51,"COVID-19"
"1279","RS Alinda Husada","Jl. Raya Tanjung Lesung KM. 1 Panimbang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","32 jam","087772714887","36","3601",2021-08-15 20:58:51,"COVID-19"
"1280","RS Umum Daerah Berkah Pandeglang","Jl. Raya Labuan KM. 5 Cikoneng Pandeglang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","36 jam","085215466210","36","3601",2021-08-15 20:58:51,"COVID-19"
"1281","RS Umum Daerah Pandega Pangandaran","Jl. Merdeka Desa Pananjung Kec.Pangandaran Kab. Pangandaran","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","48 menit","02657503045","32","3218",2021-08-15 20:58:52,"COVID-19"
"1282","RS Umum Daerah dr. La Palaloi","  Jl. Poros Maros-Makassar KM 3 Maros","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","11 jam","0411371166","73","7309",2021-08-15 20:58:52,"COVID-19"
"1283","RS AU dr. Dody Sardjoto","Jl. By Pass Bandar Udara Internasional Sultan Hasanuddin ","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","4118954384","73","7309",2021-08-15 20:58:52,"COVID-19"
"1284","RS Umum Daerah Anuntaloko Parigi"," Jl. Sis Al Jufri No.214 Parigi Moutong","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","7 jam","045022251","72","7208",2021-08-15 20:58:53,"COVID-19"
"1285","RS Umum Daerah Pasaman Barat","Jl. Jenderal Sudirman, Simpang Ampek, Pasaman Barat","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","8 jam","081261618629","13","1312",2021-08-15 20:58:55,"COVID-19"
"1286","RS Umum Islam Ibnu Sina","Jl M Natsir pasaman baru ","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","36 jam","082386160552","13","1312",2021-08-15 20:58:55,"COVID-19"
"1287","RS Umum Daerah Bangil","Jl. Raya Raci - Bangil Kab. Pasuruan","Tersedia 24 bed kosong IGD","tanpa antrian pasien.","44 menit","081357621169","35","3514",2021-08-15 20:58:56,"COVID-19"
"1288","RS Prima Husada","Jl. Raya Surabaya Malang KM 54 Lemahbang Kecamatan Sukorejo","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","3 jam","03436745000","35","3514",2021-08-15 20:58:56,"COVID-19"
"1289","RS Umum Daerah Grati","Jl. Raya Grati No. 199 Ranu Klindungan Grati Pasuruan","Tersedia 13 bed kosong IGD","tanpa antrian pasien.","15 jam","03434508999","35","3514",2021-08-15 20:58:56,"COVID-19"
"1290","RS Umum Fastabiq Sehat PKU Muhammadiyah Pati","Jl. Raya Pati-Tayu Km. 03 Tambaharjo, Pati","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","kurang dari 1 menit","08112991717","33","3318",2021-08-15 20:58:57,"COVID-19"
"1291","RS Umum Islam Pati","Jl. Raya Pati-Tayu KM.18Waturoyo Margoyoso Pati","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","3 menit","0295452316","33","3318",2021-08-15 20:58:57,"COVID-19"
"1292","RS Umum Daerah RAA Soewondo"," Jl. Dr Soesanto  No. 114","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","3 menit","082295005505 ","33","3318",2021-08-15 20:58:57,"COVID-19"
"1293","RS Umum  Budi Agung Pati","Jl. Bajo No. 7 Juwana ","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","6 menit","0295471321","33","3318",2021-08-15 20:58:57,"COVID-19"
"1294","RS Umum Daerah Kayen Pati","Jl. Rumah Sakit No.1 Kayen Pati","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","13 menit","02955503662","33","3318",2021-08-15 20:58:57,"COVID-19"
"1295","RS Umum Mitra Bangsa Pati","Jl. Kol.Sugiyono No.75,Pati","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","20 menit","081325960310","33","3318",2021-08-15 20:58:57,"COVID-19"
"1296","RS Umum Keluarga Sehat "," Jl. P. Sudirman No. 9 Margorejo Pati","Tersedia 15 bed kosong IGD","tanpa antrian pasien.","22 menit","0295386111","33","3318",2021-08-15 20:58:57,"COVID-19"
"1297","RS Umum As-Suyuthiyyah ","Jl. Raya Juwana - Tayu Km. 7 Guyangan Trangkil Pati Jawa Tengah ","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","47 menit","085226000210","33","3318",2021-08-15 20:58:57,"COVID-19"
