"","hospital","address","bed_availability","queue","last_update","tlp_number","province","district","scraped_at","bed_type"
"1020","RS Umum Wava Husada ","Jl. Panglima Sudirman No. 99A, Dilem, Kec. Kepanjen, Kab. Malang","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","0341393000","35","3507",2021-08-23 00:10:43,"COVID-19"
"1021","RS Bala Keselamatan Bokor","Jl. A.Yani 91 Turen , Kab.Malang","Bed IGD Penuh!","tanpa antrian pasien.","17 jam","0341824002","35","3507",2021-08-23 00:10:43,"COVID-19"
"1022","RS Angkatan Udara dr. Mohammad Moenir","Jl. Dr. M. Munir No.18 Lanud Abd. Saleh, Desa Saptorenggo Kec. Pakis Kab, Malang","Bed IGD Penuh!","dengan antrian 1 pasien","15 jam","0341792273","35","3507",2021-08-23 00:10:43,"COVID-19"
"1023","RS Umum Karel Sadsuitubun","    Jl. Merdeka Raya No. 3 Ohoijang Langgur","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","17 jam","082230398140","81","8102",2021-08-23 00:10:44,"COVID-19"
"1024","RS Umum Daerah Kondosapata Kab. Mamasa","Jl. Poros Mamasa-Polewali Desa  Balla Kecamatan Balla","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","085394693334","76","7603",2021-08-23 00:10:45,"COVID-19"
"1025","RS Umum Daerah Kabupaten Mamuju Tengah"," Jl.Tammauni Pue Bullung No. Tobadak Kab. Mamuju Tengah Prov.Sulawesi Barat","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","14 jam","081238269933","76","7606",2021-08-23 00:10:46,"COVID-19"
"1026","RS Umum Daerah dr. Ben Mboi Ruteng","  Jl. DR.Soetomo No.1 Ruteng, Kab. Manggarai","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","3 jam","038021719","53","5313",2021-08-23 00:10:47,"COVID-19"
"1027","RS  ST Rafael Cancar","Jl. Ruteng Labuan Bajo Cancar Ruteng","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","15 jam","081239632989","53","5313",2021-08-23 00:10:47,"COVID-19"
"1028","RS Umum Daerah Komodo","Desa Golo Bilas, Kecamatan Komodo, Kabupaten Manggarai Barat, NTT","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","9 jam","081237312165","53","5315",2021-08-23 00:10:48,"COVID-19"
"1029","RS Pembantu Manokwari","Jl. Brawijaya Kodim 1703 Manokwari","Bed IGD Penuh!","tanpa antrian pasien.","18 jam","082399487054","91","9105",2021-08-23 00:10:49,"COVID-19"
"1030","RS Umum Daerah Tenriawaru Bone"," Jl. DR. Wahidin Sudirohusodo Watampone","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","17 jam","hotline tidak tersedia","73","7308",2021-08-23 00:10:50,"COVID-19"
"1031","RS Tk. IV DR. M. Yasin Bone","Jl. Jend Sudirman Watampone","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","hotline tidak tersedia","73","7308",2021-08-23 00:10:50,"COVID-19"
"1032","RS Umum Daerah Kabupaten Melawi","Jl. Kelakik KM. 4 Nanga Pinoh Kabupaten Melawi","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","082157766816","61","6110",2021-08-23 00:10:51,"COVID-19"
"1033","RS Umum Kasih Bunda Jaya Nanga Pinoh","Jl. Juang KM 2 Desa Tanjung Niaga Kecamatan Nanga Pinoh","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","16 jam","hotline tidak tersedia","61","6110",2021-08-23 00:10:51,"COVID-19"
"1034","RS Umum Daerah Ragab Begawe Caram","Jl. ZA. Pagar Alam Brabasan Kec. Tanjung Raya","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","082271060859","18","1811",2021-08-23 00:10:52,"COVID-19"
"1035","RSU Ratatotok Buyat","   JL. J.W. Lasut Ratatotok II Kecamatan Ratatotok","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","085395560706","71","7109",2021-08-23 00:10:53,"COVID-19"
"1036","Sentra Medika Hospital Minahasa Utara","Jl. Ir. Soekarno Desa Maumbi Kec. Kalawat","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","04317291899","71","7106",2021-08-23 00:10:53,"COVID-19"
"1037","RS Umum Sumberglagah Mojokerto"," Dsn. Sumberglagah Ds. Tanjungkenongo Kec. Pacet Mojokerto","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","3 jam","0321690441","35","3516",2021-08-23 00:10:54,"COVID-19"
"1038","RS Umum Kartini  ","Jl. Airlangga 137 Kecamatan Mojosari Kab. Mojokerto","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","0321592261","35","3516",2021-08-23 00:10:54,"COVID-19"
"1039","RS Islam Sakinah","Jl. RA Basuni No.12, Kec. Sooko, Kab. Mojokerto","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","0321326991","35","3516",2021-08-23 00:10:54,"COVID-19"
"1040","RS Umum Daerah Morowali","  Jl. Trans Sulawesi Fonuasingko Bungku","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","10 jam","085341220115","72","7203",2021-08-23 00:10:54,"COVID-19"
"1041","RS Umum Daerah Sungai Bahar","Jl. Soekarno Hatta Desa Suka Makmur Kecamatan Sungai Bahar Kabupaten Muaro Jambi","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","14 jam","085269986022","15","1505",2021-08-23 00:10:56,"COVID-19"
"1042","RS Umum Daerah Mukomuko","Jl. Danau Nibung Desa Kota Praja Kecamatan Air Manjunto Kabupaten Mukomuko Provinsi Bengkulu","Bed IGD Penuh!","tanpa antrian pasien.","18 jam","073752343466","17","1706",2021-08-23 00:10:56,"COVID-19"
"1043","RS Umum Daerah Sekayu","Jl. Kol. Wahid Udin Lingkungan I Kel. Kayuara Kec. Sekayu Kab.Musi Banyuasin","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","15 jam","07143330203","16","1606",2021-08-23 00:10:58,"COVID-19"
"1044","RS Umum Daerah Sungai Lilin","Jl. Palembang-Jambi Km.117 Kecamatan Sungai Lilin","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","15 jam","08127273339","16","1606",2021-08-23 00:10:58,"COVID-19"
"1045","RS Umum Daerah Bayung Lincir","Jl Raya Palembang-Jambi KM 200 Kec, Bayung Lencir","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","16 jam","08117423443","16","1606",2021-08-23 00:10:58,"COVID-19"
"1046","RS Umum Daerah Muara Beliti"," Jl. Poros Agropolitan Center","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","14 jam","07334540193","16","1605",2021-08-23 00:10:58,"COVID-19"
"1047","RS Daerah Aeramo Kabupaten Nagekeo","Desa Aeramo, Kecamatan Aesesa Kabupaten Nagekeo","Bed IGD Penuh!","tanpa antrian pasien.","9 jam","082147514367","53","5318",2021-08-23 00:11:00,"COVID-19"
"1048","RS Umum Bajawa","      Jl. Diponegoro No. 5, Bajawa","Bed IGD Penuh!","tanpa antrian pasien.","8 jam","hotline tidak tersedia","53","5312",2021-08-23 00:11:00,"COVID-19"
"1049","RS Umum Daerah Nganjuk","Jl. Dr. Sutomo 62, Nganjuk","Tersedia 30 bed kosong IGD","tanpa antrian pasien.","13 jam","0358321818","35","3518",2021-08-23 00:11:01,"COVID-19"
"1050","RS Umum Daerah Kertosono","Jl. Panglima Sudirman No.16 Kertosono.","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","13 jam","03585501503","35","3518",2021-08-23 00:11:01,"COVID-19"
"1051","RS Umum Bhayangkara Tk. III Nganjuk","Jl. Abdul Rahman Saleh 56, Kauman, Kabupaten Nganjuk","Bed IGD Penuh!","tanpa antrian pasien.","34 menit","0358321896","35","3518",2021-08-23 00:11:01,"COVID-19"
"1052","RS Umum At-Tin Husada","Jl. Raya Watualang KM. 04 Desa Watualang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","15 jam","0351747888","35","3521",2021-08-23 00:11:01,"COVID-19"
"1053","RS Lapangan ATP Ngawi","Jl Raya Ngrambe No. 42 Ngawi Jawa Timur 63263","Bed IGD Penuh!","tanpa antrian pasien.","2 jam","hotline tidak tersedia","35","3521",2021-08-23 00:11:01,"COVID-19"
"1054","RS Pratama Kabupaten Nias Utara","Jl. Lotu - Sawo Km.3, Desa Lolofaoso, Kecamatan Lotu","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","085358036742","12","1224",2021-08-23 00:11:02,"COVID-19"
"1055","RS Umum Daerah Kayuagung","Jl. Letjen Yusuf Singedekane No,1 Kel Jua Jua, Kayuagung","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","15 jam","0712323889","16","1602",2021-08-23 00:11:05,"COVID-19"
"1056","RS Umum Santo Antonio Baturaja","Jl. Garuda No.3 KM.3 Desa Tanjung Baru, Kec. Baturaja Timur","Bed IGD Penuh!","tanpa antrian pasien.","17 jam","0735320395","16","1601",2021-08-23 00:11:05,"COVID-19"
"1057","RS Islam At-Taqwa Gumawang","Jl.Inspeksi Irigasi Komering, Tanah Merah, Kec. Belitang Madang Raya","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","8 jam","085379648888","16","1609",2021-08-23 00:11:06,"COVID-19"
"1058","RS Umum Daerah  dr. Darsono","Jl. Ahmad Yani 51 Pacitan","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","2 jam","0357881410","35","3501",2021-08-23 00:11:06,"COVID-19"
"1059","RS Umum Daerah Salak","Jl Raja David, Kab.Pakpak Bharat","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","081362781627","12","1216",2021-08-23 00:11:07,"COVID-19"
"1060","RS Umum Mohammad Noer Pamekasan","JL. Bonorogo 17 Pamekasan Madura","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","1 jam","0324322594","35","3528",2021-08-23 00:11:08,"COVID-19"
"1061","RS Umum Daerah Waru Pamekasan","Jl.Waru Pasean Pamekasan","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","10 jam","0324510501","35","3528",2021-08-23 00:11:08,"COVID-19"
"1062","RS Umum Aulia Pandeglang","Jl. Raya Labuan-Pandeglang KM. 12 Menes Pandeglang 42262","Tersedia 16 bed kosong IGD","tanpa antrian pasien.","9 jam","02535601711","36","3601",2021-08-23 00:11:08,"COVID-19"
"1063","RS Umum Daerah Pandega Pangandaran","Jl. Merdeka Desa Pananjung Kec.Pangandaran Kab. Pangandaran","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","1 jam","02657503045","32","3218",2021-08-23 00:11:08,"COVID-19"
"1064","RS Umum Daerah dr. La Palaloi","  Jl. Poros Maros-Makassar KM 3 Maros","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","11 jam","0411371166","73","7309",2021-08-23 00:11:09,"COVID-19"
"1065","RS AU dr. Dody Sardjoto","Jl. By Pass Bandar Udara Internasional Sultan Hasanuddin ","Bed IGD Penuh!","tanpa antrian pasien.","19 jam","4118954384","73","7309",2021-08-23 00:11:09,"COVID-19"
"1066","RS Umum Daerah Anuntaloko Parigi"," Jl. Sis Al Jufri No.214 Parigi Moutong","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","2 jam","045022251","72","7208",2021-08-23 00:11:09,"COVID-19"
"1067","RS Umum Daerah Pasaman Barat","Jl. Jenderal Sudirman, Simpang Ampek, Pasaman Barat","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","10 jam","081261618629","13","1312",2021-08-23 00:11:10,"COVID-19"
"1068","RS Umum Islam Ibnu Sina","Jl M Natsir pasaman baru ","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","16 jam","082386160552","13","1312",2021-08-23 00:11:10,"COVID-19"
"1069","RS Umum Daerah Bangil","Jl. Raya Raci - Bangil Kab. Pasuruan","Tersedia 25 bed kosong IGD","tanpa antrian pasien.","1 jam","081357621169","35","3514",2021-08-23 00:11:11,"COVID-19"
"1070","RS Prima Husada","Jl. Raya Surabaya Malang KM 54 Lemahbang Kecamatan Sukorejo","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","6 jam","03436745000","35","3514",2021-08-23 00:11:11,"COVID-19"
"1071","RS Umum Daerah Grati","Jl. Raya Grati No. 199 Ranu Klindungan Grati Pasuruan","Tersedia 16 bed kosong IGD","tanpa antrian pasien.","16 jam","03434508999","35","3514",2021-08-23 00:11:11,"COVID-19"
"1072","RS Umum Fastabiq Sehat PKU Muhammadiyah Pati","Jl. Raya Pati-Tayu Km. 03 Tambaharjo, Pati","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","32 menit","08112991717","33","3318",2021-08-23 00:11:11,"COVID-19"
"1073","RS Umum Daerah RAA Soewondo"," Jl. Dr Soesanto  No. 114","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","36 menit","082295005505 ","33","3318",2021-08-23 00:11:11,"COVID-19"
"1074","RS Umum Daerah Kayen Pati","Jl. Rumah Sakit No.1 Kayen Pati","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","40 menit","02955503662","33","3318",2021-08-23 00:11:11,"COVID-19"
"1075","RS Umum Islam Pati","Jl. Raya Pati-Tayu KM.18Waturoyo Margoyoso Pati","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","40 menit","0295452316","33","3318",2021-08-23 00:11:11,"COVID-19"
"1076","RS Umum Mitra Bangsa Pati","Jl. Kol.Sugiyono No.75,Pati","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","1 jam","081325960310","33","3318",2021-08-23 00:11:11,"COVID-19"
"1077","RS Umum As-Suyuthiyyah ","Jl. Raya Juwana - Tayu Km. 7 Guyangan Trangkil Pati Jawa Tengah ","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","4 jam","085226000210","33","3318",2021-08-23 00:11:11,"COVID-19"
"1078","RS Umum Sebening Kasih","Jl. Raya Tayu - Pati Km. 3 No. 99A Pakis Tayu Pati","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","14 jam","02954150645","33","3318",2021-08-23 00:11:11,"COVID-19"
"1079","RS Umum Keluarga Sehat "," Jl. P. Sudirman No. 9 Margorejo Pati","Tersedia 22 bed kosong IGD","tanpa antrian pasien.","16 jam","0295386111","33","3318",2021-08-23 00:11:11,"COVID-19"
"1080","RS Keluarga Sehat Tayu","Jl. Pati Tayu KM 27 ","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","17 jam","085799882777","33","3318",2021-08-23 00:11:11,"COVID-19"
"1081","RS Umum Islam PKU Muhammadiyah Pekajangan","Jl. Raya Ambokembang No.42-44,Pekalongan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","1 jam","0285785133","33","3326",2021-08-23 00:11:12,"COVID-19"
"1082","RS Umum Daerah Kraton Kab. Pekalongan","  Jl. Veteran 31,Pekalongan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","3 jam","0285421621","33","3326",2021-08-23 00:11:12,"COVID-19"
"1083","RS Umum Daerah Kajen Kab. Pekalongan","Jl. Raya Karangsari Karanganyar Kab. Pekalongan","Bed IGD Penuh!","tanpa antrian pasien.","19 menit","081229355569","33","3326",2021-08-23 00:11:12,"COVID-19"
"1084","RS Umum Prima Medika","Jl. Slamet Riyadi No. 321 Pemalang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","1 jam","0284324208","33","3327",2021-08-23 00:11:13,"COVID-19"
"1085","RS Umum Islam Moga","Jl. Raya Moga-Pulosari km.02 ,Pemalang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","4 jam","0284583410","33","3327",2021-08-23 00:11:13,"COVID-19"
"1086","RS Umum Comal Baru","Jl. Comal Baru Ujunggede Ampelgading","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","6 jam","02855751111","33","3327",2021-08-23 00:11:13,"COVID-19"
"1087","RS Umum Siaga Medika Pemalang ","Jl. Perintis Kemerdekaan No. 1","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","9 jam","0284324777","33","3327",2021-08-23 00:11:13,"COVID-19"
"1088","RS Harapan Sehat Pemalang","Jl. RE Martadinata","Tersedia 22 bed kosong IGD","tanpa antrian pasien.","9 jam","hotline tidak tersedia","33","3327",2021-08-23 00:11:13,"COVID-19"
"1089","RS Umum Islam Al-Ikhlas","Jl. Kolonel Soegiono NO. 13 Taman","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","9 jam","0284325318","33","3327",2021-08-23 00:11:13,"COVID-19"
"1090","RS Umum Santa Maria Pemalang","Jl. Pemuda No. 24 Pemalang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","16 jam","0284321251","33","3327",2021-08-23 00:11:13,"COVID-19"
"1091","RS Umum Muhammadiyah Mardhatillah","Jl. Jend. Sudirman Timur Kecamatan Randudongkal ","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","16 jam","085226427338","33","3327",2021-08-23 00:11:13,"COVID-19"
"1092","RS Umum Daerah Dr. M. Ashari Pemalang"," Jl. Gatot Subroto No.41,Pemalang","Bed IGD Penuh!","tanpa antrian pasien.","55 menit","0284321614","33","3327",2021-08-23 00:11:13,"COVID-19"
"1093","RS Umum Gladish Medical Center","Jln.Ahmad Yani No.36 Taman Sari Kec.Gedong Tataan","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","081373550684","18","1809",2021-08-23 00:11:13,"COVID-19"
"1094","RS Umum Daerah KH. Muhammad Thohir KRUI","Atar Sedangkek Pekon Way Suluh Kec. Krui Selatan Kab. Pesisir Barat","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","082372298787","18","1813",2021-08-23 00:11:14,"COVID-19"
"1095","RS Umum Citra Husada","Jl. Prof. A. Majid Ibrahim Lampeudeu Baroh Tijue","Bed IGD Penuh!","tanpa antrian pasien.","23 jam","0823 67050218","11","1109",2021-08-23 00:11:14,"COVID-19"
"1096","RS Umum Daerah Bumi Panua","Jl. dr. Herizal Umar Desa Botubilotahu Kec. Marisa","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","4 jam","082271267564","75","7503",2021-08-23 00:11:15,"COVID-19"
"1097","RS Umum Daerah Polewali","   Jl. Dr Ratulangi No. 50 Polewali","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","082190174111","76","7602",2021-08-23 00:11:16,"COVID-19"
"1098","RS Umum Aisyiyah Ponorogo","Jl. Dr Sutomo 18 - 24, Ponorogo","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","3 jam","0352461560","35","3502",2021-08-23 00:11:16,"COVID-19"
"1099","RS Umum Darmayu Ponorogo","Jl. Dr. Sutomo No. 44-50 Ponorogo","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","4 jam","0352481320","35","3502",2021-08-23 00:11:16,"COVID-19"
"1100","RS Umum Daerah Dr. Harjono S. Kabupaten Ponorogo","Jl. Raya Ponorogo-Pacitan Kel. Pakunden Kab. Ponorogo","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","16 jam","0352489262","35","3502",2021-08-23 00:11:16,"COVID-19"
"1101","RS Umum Muhammadiyah Ponorogo","Jl. Diponegoro No. 50 Ponorogo","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","16 jam","0352485928","35","3502",2021-08-23 00:11:16,"COVID-19"
"1102","RS Umum Muslimat Ponorogo","Jl. Jend. A. Yani 155, Ponorogo","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","0352481986","35","3502",2021-08-23 00:11:16,"COVID-19"
"1103","RS Umum Mitra Husada","Jl. Jend.A.Yani No.14 Pringsewu,Kab.Pringsewu","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","14 jam","081279036111","18","1810",2021-08-23 00:11:17,"COVID-19"
"1104","RS Umum Daerah Pringsewu","Jl. Lintas Barat Pekon Fajar Agung Barat Kec. Pringsewu","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","14 jam","072923582","18","1810",2021-08-23 00:11:17,"COVID-19"
"1105","RS Umum Surya Asih","Jl. A. Yani No.51, Pringsewu","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","18 jam","085273345287","18","1810",2021-08-23 00:11:17,"COVID-19"
"1106","RS Umum Wisma Rini Pringsewu","Jl. Wisma Rini No.1 Pringsewu","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","072921096","18","1810",2021-08-23 00:11:17,"COVID-19"
"1107","RS Graha Sehat","Jl. Raya Panglima Sudirman No.2 B Kraksaan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","14 jam","0335846500","35","3513",2021-08-23 00:11:17,"COVID-19"
"1108","RS Umum  Wonolangan","Jl. Raya Dringu No 118 Desa Kedungdalem Kec. Dringu, Kab. Probolinggo","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","0335424007","35","3513",2021-08-23 00:11:17,"COVID-19"
"1109","RS Umum Daerah Waluyo Jati Kraksaan","Jl. Dr. Soetomo No. 1 Kec. Kraksaan Kab. Probolinggo","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","19 jam","0335841118","35","3513",2021-08-23 00:11:17,"COVID-19"
"1110","RS Umum Daerah Pulang Pisau","Jl. W.A.D Duha Komplek Perkantoran Kab. Pulang Pisau  Provinsi Kalimantan Tengah","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","085245749601","62","6210",2021-08-23 00:11:17,"COVID-19"
"1111","RS Umum Harapan Ibu","Jl. May.Jend.Soengkono KM.1,Kec. Kalimanah, Purbalingga dan JL. Soekarno Hatta No.02 Kec. Kalimanah ","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","1 jam","0281892222","33","3303",2021-08-23 00:11:19,"COVID-19"
"1112","RS Umum Nirmala","Jl. Letnan Yusup Babakan, Kalimanah Purbalingga","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","3 jam","0281892844","33","3303",2021-08-23 00:11:19,"COVID-19"
"1113","RS Umum Siaga Medika Purbalingga ","Jl. Letnan Sudani Karangsentul Kecamatan Padamara Kabupaten Purbalingga","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","15 jam","02816580400","33","3303",2021-08-23 00:11:19,"COVID-19"
"1114","RS Umum Daerah Panti Nugroho","Jl. Soekarno Hatta KM 2, Karang Manyar, Kalimanah, Purbalingga","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","16 jam","02818901558","33","3303",2021-08-23 00:11:19,"COVID-19"
"1115","RS Ibu dan Anak Ummu Hani","Jl. D I Panjaitan No 40 A Purbalingga Jawa Tengah","Bed IGD Penuh!","tanpa antrian pasien.","42 menit","0281891373","33","3303",2021-08-23 00:11:19,"COVID-19"
"1116","RS PKU Muhammadiyah Purbalingga","Jl. Kolonel Sugiri Gandasuli Bobotsari","Bed IGD Penuh!","tanpa antrian pasien.","1 jam","0281758808","33","3303",2021-08-23 00:11:19,"COVID-19"
"1117","RS Umum Daerah dr. R. Goeteng Taroenadibrata"," Jl. Tentara Pelajar Purbalingga No. 22","Bed IGD Penuh!","dengan antrian 1 pasien","17 jam","0281891016","33","3303",2021-08-23 00:11:19,"COVID-19"
"1118","RS Umum Siloam Purwakarta","Jl. Bungursari No.1, Purwakarta","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","4 jam","02648628911","32","3214",2021-08-23 00:11:19,"COVID-19"
"1119","RS Umum Bhakti Husada II Purwakarta","Jl. Raya Sadang-Subang KM 5 RT 01/01 Cikumpay Campaka Purwakarta","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","5 jam","02648225255","32","3214",2021-08-23 00:11:19,"COVID-19"
"1120","RS Umum dr. Abdul Radjak","Jl. Raya Bungur Sari No. 36 Purwakarta","Tersedia 28 bed kosong IGD","tanpa antrian pasien.","11 jam","087715167888","32","3214",2021-08-23 00:11:19,"COVID-19"
"1121","RS Umum Asri Purwakarta","Jl. Veteran No. 15","Tersedia 18 bed kosong IGD","tanpa antrian pasien.","13 jam","0264211680","32","3214",2021-08-23 00:11:19,"COVID-19"
"1122","RS Umum Rama Hadi","Kp. Cimaung RT 17/04 Desa Ciwangi Kec. Bungursari Kab. Purwakarta","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","14 jam","0264202136","32","3214",2021-08-23 00:11:19,"COVID-19"
"1123","RS Umum Amira","Jl. Ipik Gandamanah RT 35 / 03 Munjul Jaya Kab. Purwakarta","Tersedia 9 bed kosong IGD","tanpa antrian pasien.","15 jam","02648221191","32","3214",2021-08-23 00:11:19,"COVID-19"
"1124","RS Ibu dan Anak Dian","Jl. Raya Cibogo Hilir Kec. Plered Kab. Purwakarta","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","17 jam","087812653989","32","3214",2021-08-23 00:11:19,"COVID-19"
"1125","RS Umum Daerah Bayu Asih","Jl. Veteran No. 39 Purwakarta","Bed IGD Penuh!","tanpa antrian pasien.","31 menit","0264200100","32","3214",2021-08-23 00:11:19,"COVID-19"
"1126","RS Ibu dan Anak Bunda Fathia","Jl. Ibrahim Singadilaga No. 95-97 Purwakarta","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","02648309596","32","3214",2021-08-23 00:11:19,"COVID-19"
"1127","RS Umum Karina Medika","JL Baru Kp. Krajan RT 01 RW 01 Kec. Babakancikao Kab. Purwakarta 41151","Bed IGD Penuh!","tanpa antrian pasien.","17 jam","0264 8301768","32","3214",2021-08-23 00:11:19,"COVID-19"
"1128","RS Umum Holistic Purwakarta","Jl. Terusan Kapten Halim KM.09 Salamulya, Pondoksalam, Purwakarta","Bed IGD Penuh!","tanpa antrian pasien.","20 jam","0817225165","32","3214",2021-08-23 00:11:19,"COVID-19"
"1129","RS Umum Palang Biru Kutoarjo","Jl. Marditomo No.17, Kutoarjo, Kab.Purworejo","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","38 menit","0275641425","33","3306",2021-08-23 00:11:20,"COVID-19"
"1130","RS Umum Panti Waluyo Yakkum Purworejo","Jl. Ahmad Yani No. 21 Purworejo","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","1 jam","0275322094","33","3306",2021-08-23 00:11:20,"COVID-19"
"1131","RS Umum  Aisyiyah","Jl. Mayjend Soetoyo no 113, Purworejo","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","1 jam","02757530587","33","3306",2021-08-23 00:11:20,"COVID-19"
"1132","RS Umum Islam Purworejo","Jl. Magelang km.2 Purworejo","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","2 jam","0275325570","33","3306",2021-08-23 00:11:20,"COVID-19"
"1133","RS Umum Daerah R.A.A Tjokronegoro","Jl. Soekarno-Hatta No. 12 desa Borokulon Kec. Banyuurip  ","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","3 jam","02752973040","33","3306",2021-08-23 00:11:20,"COVID-19"
"1134","RS Umum Ananda Purworejo","Jl. Pahlawan, Sucen Juru Tengah, Bayan Purworejo, ","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","02753128876","33","3306",2021-08-23 00:11:20,"COVID-19"
"1135","RS Umum Daerah Dr. Tjitrowardojo Purworejo","  Jl. Jen Sudirman No.60 Purworejo","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","082225558336","33","3306",2021-08-23 00:11:20,"COVID-19"
"1136","RS Umum Daerah Curup","Jl. Dua Jalur Kab. Rejang Lebong","Bed IGD Penuh!","tanpa antrian pasien.","17 jam","082175999247","17","1702",2021-08-23 00:11:20,"COVID-19"
"1137","RS Umum Islam Arafah","Jl. Raya Rembang - Lasem Km.5 Tritunggal, Rembang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","1 jam","0295531666","33","3317",2021-08-23 00:11:24,"COVID-19"
"1138","RS Umum Daerah dr. R. Soetrasno Rembang"," Jl. Pahlawan No.16,Rembang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","9 jam","0295691444","33","3317",2021-08-23 00:11:24,"COVID-19"
